Name,Description,HazmatClass
UN3275,"Nitriles, toxic, flammable, n.o.s.",6.1
UN3276,"Nitriles, toxic, liquid, n.o.s.",6.1
UN3276,"Nitriles, toxic, liquid, n.o.s.",6.1
UN3276,"Nitriles, toxic, liquid, n.o.s.",6.1
UN3277,"Chloroformates, toxic, corrosive, n.o.s.",6.1
UN3278,"Organophosphorus compound, toxic, liquid, n.o.s.",6.1
UN3278,"Organophosphorus compound, toxic, liquid, n.o.s.",6.1
UN3278,"Organophosphorus compound, toxic, liquid, n.o.s.",6.1
UN3279,"Organophosphorus compound, toxic, flammable, n.o.s.",6.1
UN3279,"Organophosphorus compound, toxic, flammable, n.o.s.",6.1
UN3280,"Organoarsenic compound, liquid, n.o.s.",6.1
UN3280,"Organoarsenic compound, liquid, n.o.s.",6.1
UN3280,"Organoarsenic compound, liquid, n.o.s.",6.1
UN3281,"Metal carbonyls, liquid, n.o.s.",6.1
UN3281,"Metal carbonyls, liquid, n.o.s.",6.1
UN3281,"Metal carbonyls, liquid, n.o.s.",6.1
UN3282,"Organometallic compound, toxic, liquid, n.o.s.",6.1
UN3282,"Organometallic compound, toxic, liquid, n.o.s.",6.1
UN3282,"Organometallic compound, toxic, liquid, n.o.s.",6.1
UN3283,"Selenium compound, solid, n.o.s.",6.1
UN3283,"Selenium compound, solid, n.o.s.",6.1
UN3283,"Selenium compound, solid, n.o.s.",6.1
UN3284,"Tellurium compound, n.o.s.",6.1
UN3284,"Tellurium compound, n.o.s.",6.1
UN3284,"Tellurium compound, n.o.s.",6.1
UN3285,"Vanadium compound, n.o.s.",6.1
UN3285,"Vanadium compound, n.o.s.",6.1
UN3285,"Vanadium compound, n.o.s.",6.1
UN3286,"Flammable liquid, toxic, corrosive, n.o.s.",3
UN3286,"Flammable liquid, toxic, corrosive, n.o.s.",3
UN3287,"Toxic liquid, inorganic, n.o.s.",6.1
UN3287,"Toxic liquid, inorganic, n.o.s.",6.1
UN3287,"Toxic liquid, inorganic, n.o.s.",6.1
UN3288,"Toxic solid, inorganic, n.o.s.",6.1
UN3288,"Toxic solid, inorganic, n.o.s.",6.1
UN3288,"Toxic solid, inorganic, n.o.s.",6.1
UN3289,"Toxic liquid, corrosive, inorganic, n.o.s.",6.1
UN3289,"Toxic liquid, corrosive, inorganic, n.o.s.",6.1
UN3290,"Toxic solid, corrosive, inorganic, n.o.s.",6.1
UN3290,"Toxic solid, corrosive, inorganic, n.o.s.",6.1
UN3291,"Regulated medical waste, n.o.s. or Clinical waste, unspecified, n.o.s. or (BIO) Medical waste, n.o.s. or Medical Waste n.o.s.",6.2
UN3292,"Batteries, containing sodium",4.3
UN3292,"Cells, containing sodium",4.3
UN3293,"Hydrazine, aqueous solution with not more than 37 percent hydrazine, by mass",6.1
UN3294,"Hydrogen cyanide, solution in alcohol with not more than 45 percent hydrogen cyanide",6.1
UN3295,"Hydrocarbons, liquid, n.o.s.",3
UN3295,"Hydrocarbons, liquid, n.o.s.",3
UN3295,"Hydrocarbons, liquid, n.o.s.",3
UN3296,Heptafluoropropane or Refrigerant gas R 227,2.2
UN3297,Ethylene oxide and chlorotetrafluoroethane mixture with not more than 8.8 percent ethylene oxide,2.2
UN3298,Ethylene oxide and pentafluoroethane mixture with not more than 7.9 percent ethylene oxide,2.2
UN3299,Ethylene oxide and tetrafluoroethane mixture with not more than 5.6 percent ethylene oxide,2.2
UN3300,Ethylene oxide and carbon dioxide mixture with more than 87 percent ethylene oxide,2.3
UN3301,"Corrosive liquid, self-heating, n.o.s.",8
UN3301,"Corrosive liquid, self-heating, n.o.s.",8
UN3302,2-Dimethylaminoethyl acrylate,6.1
UN3303,"Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone A",2.3
UN3303,"Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone B",2.3
UN3303,"Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone C",2.3
UN3303,"Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone D",2.3
UN3304,"Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone A",2.3
UN3304,"Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone B",2.3
UN3304,"Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone C",2.3
UN3304,"Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone D",2.3
UN3305,"Compressed gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone A",2.3
UN3305,"Compressed gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone B",2.3
UN3305,"Compressed gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone C",2.3
UN3305,"Compressed gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone D",2.3
UN3306,"Compressed gas, toxic, oxdizing, corrosive, n.o.s. Inhalation Hazard Zone A",2.3
UN3306,"Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone B",2.3
UN3306,"Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone C",2.3
UN3306,"Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone D",2.3
UN3307,"Liquefied gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone A",2.3
UN3307,"Liquefied gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone B",2.3
UN3307,"Liquefied gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone C",2.3
UN3307,"Liquefied gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone D",2.3
UN3308,"Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone A",2.3
UN3308,"Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone B",2.3
UN3308,"Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone C",2.3
UN3308,"Liquefied gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone D",2.3
UN3309,"Liquefied gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone A",2.3
UN3309,"Liquefied gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone B",2.3
UN3309,"Liquefied gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone C",2.3
UN3309,"Liquefied gas, toxic, flammable, corrosive, n.o.s. Inhalation Hazard Zone D",2.3
UN3310,"Liquefied gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone A",2.3
UN3310,"Liquefied gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone B",2.3
UN3310,"Liquefied gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone C",2.3
UN3310,"Liquefied gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone D",2.3
UN3311,"Gas, refrigerated liquid, oxidizing, n.o.s. (cryogenic liquid)",2.2
UN3312,"Gas, refrigerated liquid, flammable, n.o.s. (cryogenic liquid)",2.1
UN3313,"Organic pigments, self-heating",4.2
UN3313,"Organic pigments, self-heating",4.2
UN3314,"Plastic molding compound in dough, sheet or extruded rope form evolving flammable vapor",9
UN3316,Chemical kits,9
UN3316,First aid kits,9
UN3317,"2-Amino-4,6-Dinitrophenol, wetted with not less than 20 percent water by mass",4.1
UN3318,"Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 50 percent ammonia",2.2
UN3318,"Ammonia solution, relative density less than 0.880 at 15 degrees C in water, with more than 50 percent ammonia",2.3
UN3319,"Nitroglycerin mixture, desensitized, solid, n.o.s. with more than 2 percent but not more than 10 percent nitroglycerin, by mass",4.1
UN3320,"Sodium borohydride and sodium hydroxide solution, with not more than 12 percent sodium borohydride and not more than 40 percent sodium hydroxide by mass",8
UN3320,"Sodium borohydride and sodium hydroxide solution, with not more than 12 percent sodium borohydride and not more than 40 percent sodium hydroxide by mass",8
UN3321,"Radioactive material, low specific activity (LSA-II) non fissile or fissile-excepted",7
UN3322,"Radioactive material, low specific activity (LSA-III) non fissile or fissile excepted",7
UN3327,"Radioactive material, Type A package, fissile non-special form",7
UN3328,"Radioactive material, Type B(U) package, fissile",7
UN3329,"Radioactive material, Type B(M) package, fissile",7
UN3331,"Radioactive material, transported under special arrangement, fissile",7
UN3332,"Radioactive material, Type A package, special form non fissile or fissile-excepted",7
UN3333,"Radioactive material, Type A package, special form, fissile",7
UN3334,"Aviation regulated liquid, n.o.s.",9
UN3335,"Aviation regulated solid, n.o.s.",9
UN3336,"Mercaptans, liquid, flammable, n.o.s. or Mercaptan mixture, liquid, flammable, n.o.s.",3
UN3336,"Mercaptans, liquid, flammable, n.o.s. or Mercaptan mixture, liquid, flammable, n.o.s.",3
UN3336,"Mercaptans, liquid, flammable, n.o.s. or Mercaptan mixture, liquid, flammable, n.o.s.",3
UN3337,Refrigerant gas R 404A,2.2
UN3338,Refrigerant gas R 407A,2.2
UN3339,Refrigerant gas R 407B,2.2
UN3340,Refrigerant gas R 407C,2.2
UN3341,Thiourea dioxide,4.2
UN3341,Thiourea dioxide,4.2
UN3342,Xanthates,4.2
UN3342,Xanthates,4.2
UN3343,"Nitroglycerin mixture, desensitized, liquid, flammable, n.o.s. with not more than 30 percent nitroglycerin, by mass",3
UN3344,"Pentaerythrite tetranitrate mixture, desensitized, solid, n.o.s. or Pentaerythritol tetranitrate mixture, desensitized, solid, n.o.s. or PETN mixture, desensitized, solid, n.o.s. with more than 10 percent but not more than 20 percent PETN, by mass",4.1
UN3345,"Phenoxyacetic acid derivative pesticide, solid, toxic",6.1
UN3345,"Phenoxyacetic acid derivative pesticide, solid, toxic",6.1
UN3345,"Phenoxyacetic acid derivative pesticide, solid, toxic",6.1
UN3346,"Phenoxyacetic acid derivative pesticide, liquid, flammable, toxic flash point less than 23 degrees C.",3
UN3346,"Phenoxyacetic acid derivative pesticide, liquid, flammable, toxic flash point less than 23 degrees C.",3
UN3347,"Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3347,"Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3347,"Phenoxyacetic acid derivative pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3348,"Phenoxyacetic acid derivative pesticide, liquid, toxic",6.1
UN3348,"Phenoxyacetic acid derivative pesticide, liquid, toxic",6.1
UN3348,"Phenoxyacetic acid derivative pesticide, liquid, toxic",6.1
UN3349,"Pyrethroid pesticide, solid, toxic",6.1
UN3349,"Pyrethroid pesticide, solid, toxic",6.1
UN3349,"Pyrethroid pesticide, solid, toxic",6.1
UN3350,"Pyrethroid pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN3350,"Pyrethroid pesticide, liquid, flammable, toxic, flash point less than 23 degrees C",3
UN3351,"Pyrethroid pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3351,"Pyrethroid pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3351,"Pyrethroid pesticide, liquid, toxic, flammable, flash point not less than 23 degrees C",6.1
UN3352,"Pyrethroid pesticide, liquid toxic",6.1
UN3352,"Pyrethroid pesticide, liquid toxic",6.1
UN3352,"Pyrethroid pesticide, liquid toxic",6.1
UN3354,"Insecticide gases, flammable, n.o.s.",2.1
UN3355,"Insecticide gases, toxic, flammable, n.o.s. Inhalation Hazard Zone A",2.3
UN3355,"Insecticide gases, toxic, flammable, n.o.s. Inhalation Hazard Zone B",2.3
UN3355,"Insecticide gases, toxic, flammable, n.o.s. Inhalation Hazard Zone C",2.3
UN3355,"Insecticide gases, toxic, flammable, n.o.s. Inhalation Hazard Zone D",2.3
UN3356,"Oxygen generator, chemical (including when contained in associated equipment, e.g., passenger service units (PSUs), portable breathing equipment (PBE), etc).",5.1
UN3357,"Nitroglycerin mixture, desensitized, liquid, n.o.s. with not more than 30% nitroglycerin, by mass",3
UN3358,"Refrigerating machines, containing flammable, non-toxic, liquefied gas",2.1
UN3360,"Fibers, vegetable, dry",4.1
UN3361,"Chlorosilanes, toxic, corrosive, n.o.s.",6.1
UN3362,"Chlorosilanes, toxic, corrosive, flammable, n.o.s.",6.1
UN3363,Dangerous Goods in Machinery or Dangerous Goods in Apparatus,9
UN3364,"Trinitrophenol (picric acid), wetted, with not less than 10% water by mass.",4.1
UN3365,"Trinitrochlorobenzene (picryl chloride), wetted, with not less than 10% water by mass",4.1
UN3366,"Trinitrotoluene (TNT), wetted, with not less than 10% water by mass.",4.1
UN3367,"Trinitrobenzene, wetted, with not less than 10% water by mass.",4.1
UN3368,"Trinitrobenzoic acid, wetted, with not less than 10% water by mass.",4.1
UN3369,"Sodium dinitro-o-cresolate, wetted, with not less than 10% water by mass.",4.1
UN3370,"Urea nitrate, wetted, with not less than 10% water by mass.",4.1
UN3371,2-Methylbutanal,3
UN3373,"Biological substance, Category B",6.2
UN3375,"Ammonium emulsion or Ammonium nitrate suspension or Ammonium nitrate gel, intermediate for blasting explosives",5.1
UN3376,"4-Nitrophenylhydrazine, with not less than 30% water, by mass",4.1
UN3377,Sodium perborate monohydrate,5.1
UN3378,Sodium carbonate peroxyhydrate,5.1
UN3378,Sodium carbonate peroxyhydrate,5.1
UN3379,"Desensitized explosives, liquid, n.o.s.",3
UN3380,"Desensitized explosives, solid, n.o.s.",4.1
UN3381,"Toxic by inhalation liquid, n.o.s. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50.",6.1
UN3382,"Toxic by inhalation liquid, n.o.s. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50.",6.1
UN3383,"Toxic by inhalation liquid, flammable, n.o.s. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50.",6.1
UN3384,"Toxic by inhalation liquid, flammable, n.o.s. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50.",6.1
UN3385,"Toxic by inhalation, liquid, water-reactive, n.o.s. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50.",6.1
UN3386,"Toxic by inhalation liquid, water-reactive, n.o.s. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50.",6.1
UN3387,"Toxic by inhalation liquid, oxidizing, n.o.s. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50",6.1
UN3388,"Toxic by inhalation liquid, oxidizing, n.o.s. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50.",6.1
UN3389,"Toxic by inhaltion liquid, corrosive, n.o.s. with an inhalation toxicity lower than or equal to 200 ml/m3 and saturated vapor concentration greater than or equal to 500 LC50.",6.1
UN3390,"Toxic by inhalation liquid, corrosive, n.o.s. with an inhalation toxicity lower than or equal to 1000 ml/m3 and saturated vapor concentration greater than or equal to 10 LC50.",6.1
UN3391,"Organometallic substance, solid, pyrophoric",4.2
UN3392,"Organometallic substance, liquid, pyrophoric",4.2
UN3393,"Organometallic substance, solid, pyrophoric, water-reactive",4.2
UN3394,"Organometallic substance, liquid, pyrophoric, water-reactive",4.2
UN3395,"Organometallic substance, solid, water-reactive",4.3
UN3395,"Organometallic substance, solid, water-reactive",4.3
UN3395,"Organometallic substance, solid, water-reactive",4.3
UN3396,"Organometallic substance, solid, water-reactive, flammable",4.3
UN3396,"Organometallic substance, solid, water-reactive, flammable",4.3
UN3396,"Organometallic substance, solid, water-reactive, flammable",4.3
UN3397,"Organometallic substance, solid, water reactive, self-heating",4.3
UN3397,"Organometallic substance, solid, water-reactive, self-heating",4.3
UN3397,"Organometallic substance, solid, water-reactive, self-heating",4.3
UN3398,"Organometallic substance, liquid, water-reactive",4.3
UN3398,"Organometallic substance, liquid, water-reactive",4.3
UN3398,"Organometallic substance, liquid, water-reactive",4.3
UN3399,"Organometallic substance, liquid, water-reactive, flammable",4.3
UN3399,"Organometallic substance, liquid, water-reactive, flammable",4.3
UN3399,"Organometallic substance, liquid, water-reactive, flammable",4.3
UN3400,"Organometallic substance, solid, self-heating",4.2
UN3400,"Organometallic substance, solid, self-heating",4.2
UN3401,"Alkali metal amalgam, solid",4.3
UN3402,"Alkaline earth metal amalgams, solid",4.3
UN3403,"Potassium metal alloys, solid",4.3
UN3404,"Potassium sodium alloys, solid",4.3
UN3405,Barium chlorate solution,5.1
UN3405,"Barium chlorate, solution",5.1
UN3406,"Barium perchlorate, solution",5.1
UN3406,"Barium perchlorate, solution",5.1
UN3407,Chlorate and magnesium chloride mixture solution,5.1
UN3407,Chlorate and magnesium chloride mixture solution,5.1
UN3408,"Lead perchlorate, solution",5.1
UN3408,"Lead perchlorate, solution",5.1
UN3409,"Chloronitrobenzenes, liquid ",6.1
UN3410,"4-Chloro-o-toluidine hydrochloride, solution",6.4
UN3411,beta-Naphthylamine solution,6.1
UN3411,beta-Naphthylamine solution,6.1
UN3412,Formic acid with not less than 10% but not more than 85% acid by mass,8
UN3412,Formic acid with not less than 5% but not more than 10% acid by mass,8
UN3413,Potassium cyanide solution,6.1
UN3413,Potassium cyanide solution,6.1
UN3413,Potassium cyanide solution,6.1
UN3414,Sodium cyanide solution,6.1
UN3414,Sodium cyanide solution,6.1
UN3414,Sodium cyanide solution,6.1
UN3415,Sodium fluoride solution,6.1
UN3416,"Chloroacetopheone, liquid, (CN)",6.1
UN3417,"Xylyl bromide, solid",6.1
UN3418,"2,4-Toluylenediamine solution or 2,4-Toluenediamine solution",6.1
UN3418,"2,4-Tolylenediamine solution or 2,4-Toluenediamine solution",6.1
UN3419,"Boron trifluoride acetic acid complex, solid",8
UN3420,"Boron trifluoride propionic acid complex, solid",8
UN3421,Potassium hyrdogendifluoride solution,8
UN3421,Potassium hyrdogendifluoride solution,8
UN3422,Potassiumm fluoride solution,6.1
UN3423,"Tetramethylammonium hydroxide, solid",8
UN3424,Ammonium dinitro-o-cresolate solution,6.1
UN3424,Ammonium dinitro-o-cresolate solution,6.1
UN3425,"Bromoacetic acid, solid",8
UN3426,Acrylamide solution,6.1
UN3427,"Chlorobenzyl chlorides, solid",6.1
UN3428,"3-Chloro-4-methylphenyl isocyanate, solid",6.1
UN3429,"Chlorotoluidines, liquid",6.1
UN3430,"Xylenols, liquid",6.1
UN3431,"Nitrobenzotrifluorides, solid",6.1
UN3432,"Polychlorinated biphenyls, solid",9
UN3434,"Nitrocresols, liquid",6.1
UN3436,"Hexafluoroacetone hydrate, solid",6.1
UN3437,"Chlorocresols, solid",6.1
UN3438,"alpha-Methylbenzyl alcohol, solid",6.1
UN3439,"Nitriles, toxic, solid, n.o.s.",6.1
UN3439,"Nitriles, toxic, solid, n.o.s. ",6.1
UN3439,"Nitriles, toxic, solid, n.o.s. ",6.1
UN3440,"Selenium compound, liquid, n.o.s.",6.1
UN3440,"Selenium compound, liquid, n.o.s.",6.1
UN3440,"Selenium compound, liquid, n.o.s. ",6.1
UN3441,"Chlorodinitrobenzenes, solid",6.1
UN3441,"Chlorodinitrobenzenes, solid",6.1
UN3442,"Dichloroanilines, solid",6.1
UN3443,"Dinitrobenzenes, solid",6.1
UN3444,"Nicotine hydrochloride, solid",6.1
UN3445,"Nicotine sulfate, solid",6.1
UN3446,"Nitrotoluenes, solid",6.1
UN3447,"Nitroxylenes, solid",6.1
UN3448,"Tear gas substance, solid, n.o.s.",6.1
UN3448,"Tear gas substance, solid, n.o.s. ",6.1
UN3449,"Bromobenzyl cyanides, solid",6.1
UN3450,"Diphenylchloroarsine, solid",6.1
UN3451,"Toluidines, solid",6.1
UN3452,"Xylidines, solid",6.1
UN3453,"Phosphoric acid, solid",8
UN3454,"Dinitrotoluenes, solid",6.1
UN3455,"Cresols, solid",6.1
UN3456,"Nitrosylsulphuric acid, solid",8
UN3457,"Chloronitrotoluenes, solid",6.1
UN3458,"Nitroanisoles, solid",6.1
UN3459,"Nitrobromobenzenes, solid",6.1
UN3460,"N-Ethylbenzyltoluidines, solid",6.1
UN3462,"Toxins, extracted from living sources, solid, n.o.s.",6.1
UN3462,"Toxins, extracted from living sources, solid, n.o.s.",6.1
UN3462,"Toxins, extracted from living sources, solid, n.o.s.",6.1
UN3463,Propionic acid with not less than 90% acid by mass,8
UN3464,"Organophosphorus compound, toxic, solid, n.o.s.",6.1
UN3464,"Organophosphorus compound, toxic, solid, n.o.s.",6.1
UN3464,"Organophosphorus compound, toxic, solid, n.o.s.",6.1
UN3465,"Organoarsenic compound, solid, n.o.s.",6.1
UN3465,"Organoarsenic compound, solid, n.o.s.",6.1
UN3465,"Organoarsenic compound, solid, n.o.s.",6.1
UN3466,"Metal carbonyls, solid, n.o.s.",6.1
UN3466,"Metal carbonyls, solid, n.o.s.",6.1
UN3466,"Metal carbonyls, solid, n.o.s.",6.1
UN3467,"Organometallic compound, toxic, solid, n.o.s.",6.1
UN3467,"Organometallic compound, toxic, solid, n.o.s.",6.1
UN3467,"Organometallic compound, toxic, solid, n.o.s.",6.1
UN3468,Hydrogen in a metal hydride stroage system or Hydrogen in a metal hydride storage system contained in equipment or Hydrogen in a metal hydride storage system packed with equipment,2.1
UN3469,"Paint related material, flammable, corrosive (including paint thinning or reducing compound)",3
UN3469,"Paint related material, flammable, corrosive (including paint thinning or reducing compound)",3
UN3469,"Paint related material, flammable, corrosive (including paint thinning or reducing compound)",3
UN3469,"Paint, flammable, corrosive, (including paint , lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base)",3
UN3469,"Paint, flammable, corrosive, (including paint , lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base)",3
UN3469,"Paint, flammable, corrosive, (including paint , lacquer, enamel, stain, shellac, varnish, polish, liquid filler and liquid lacquer base)",3
UN3470,"Paint related material corrosive, flammable (including paint thinning or reducing compound)",8
UN3470,"Paint, corrosive, flammable (including paint, lacquer, enamel, stain, shellac solutions, varnish, polish, liquid filler, and liquid lacquer base)",8
UN3471,"Hydrogendifluorides, solution n.o.s. ",8
UN3471,"Hydrogendifluorides, solution, n.o.s. ",8
UN3472,Crotonic acid liquid,8
UN3474,"1-Hydroxybenzotriazole, anhydrous, wetted with not less than 20 percent water, by mass",4.1
UN3475,"Ethanol and gasoline mixture or Ethanol and motor spirit mixture or Ethanol and petrol mixture, with more then 10% ethanol",3
UN3473,Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment containing flammable liquids  ,3
UN3476,Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment containing water-reactive substances,4.3
UN3477,Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment containing corrosive substances,8
UN3478,Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment containing liquefied flammable gas,2.1
UN3479,Fuel cell cartridges or Fuel cell cartridges contained in equipment or Fuel cell cartridges packed with equipment containing hydrogen in metal hydride,2.1
UN3480,Lithium Ion Batteries (including lithium ion polymer batteries),9
UN3481,Lithium Ion Batteries contained in equipment or Lithium ion batteries packed with equipment (including lithium ion polymer batteries),9
